url	chapt_title	img_path
https://workflow-course.pvactools.org/no_toc/index.html	1 About this Course	resources/chapt_screen_images/index.png
https://workflow-course.pvactools.org/no_toc/running-a-workflow-in-terra.html	2 Running a Workflow in Terra	resources/chapt_screen_images/running-a-workflow-in-terra.png
